circuit D
t	Ve	Vs
2.91896e-007	-0.487469	-0.218098
2.91996e-007	-0.481974	-0.218447
2.92096e-007	-0.47646	-0.218789
2.92196e-007	-0.470927	-0.219124
2.92296e-007	-0.465376	-0.219452
2.92396e-007	-0.459806	-0.219773
2.92496e-007	-0.454218	-0.220086
2.92596e-007	-0.448612	-0.220393
2.92696e-007	-0.442989	-0.220692
2.92796e-007	-0.437347	-0.220985
2.92896e-007	-0.431689	-0.22127
2.92996e-007	-0.426014	-0.221548
2.93096e-007	-0.420322	-0.221819
2.93196e-007	-0.414613	-0.222082
2.93296e-007	-0.408888	-0.222339
2.93396e-007	-0.403147	-0.222588
2.93496e-007	-0.397389	-0.22283
2.93596e-007	-0.391616	-0.223065
2.93696e-007	-0.385828	-0.223292
2.93796e-007	-0.380025	-0.223513
2.93896e-007	-0.374206	-0.223726
2.93996e-007	-0.368373	-0.223932
2.94096e-007	-0.362525	-0.22413
2.94196e-007	-0.356663	-0.224321
2.94296e-007	-0.350787	-0.224505
2.94396e-007	-0.344896	-0.224682
2.94496e-007	-0.338993	-0.224852
2.94596e-007	-0.333076	-0.225014
2.94696e-007	-0.327146	-0.225168
2.94796e-007	-0.321202	-0.225316
2.94896e-007	-0.315247	-0.225456
2.94996e-007	-0.309278	-0.225589
2.95096e-007	-0.303298	-0.225714
2.95196e-007	-0.297305	-0.225832
2.95296e-007	-0.291301	-0.225943
2.95396e-007	-0.285286	-0.226047
2.95496e-007	-0.279259	-0.226143
2.95596e-007	-0.273221	-0.226231
2.95696e-007	-0.267172	-0.226313
2.95796e-007	-0.261113	-0.226387
2.95896e-007	-0.255043	-0.226453
2.95996e-007	-0.248964	-0.226512
2.96095e-007	-0.242874	-0.226564
2.96195e-007	-0.236775	-0.226609
2.96295e-007	-0.230667	-0.226646
2.96395e-007	-0.224549	-0.226675
2.96495e-007	-0.218423	-0.226698
2.96595e-007	-0.212288	-0.226713
2.96695e-007	-0.206145	-0.22672
2.96795e-007	-0.199993	-0.22672
2.96895e-007	-0.193834	-0.226713
2.96995e-007	-0.187667	-0.226698
2.97095e-007	-0.181492	-0.226676
2.97195e-007	-0.175311	-0.226647
2.97295e-007	-0.169122	-0.22661
2.97395e-007	-0.162927	-0.226566
2.97495e-007	-0.156725	-0.226514
2.97595e-007	-0.150517	-0.226455
2.97695e-007	-0.144304	-0.226389
2.97795e-007	-0.138084	-0.226315
2.97895e-007	-0.131859	-0.226234
2.97995e-007	-0.125629	-0.226145
2.98095e-007	-0.119394	-0.226049
2.98195e-007	-0.113154	-0.225946
2.98295e-007	-0.10691	-0.225835
2.98395e-007	-0.100662	-0.225717
2.98495e-007	-0.0944091	-0.225592
2.98595e-007	-0.0881529	-0.225459
2.98695e-007	-0.0818933	-0.225319
2.98795e-007	-0.0756304	-0.225172
2.98895e-007	-0.0693646	-0.225017
2.98995e-007	-0.063096	-0.224855
2.99095e-007	-0.0568249	-0.224685
2.99195e-007	-0.0505515	-0.224508
2.99295e-007	-0.0442762	-0.224324
2.99395e-007	-0.0379991	-0.224133
2.99495e-007	-0.0317206	-0.223934
2.99595e-007	-0.0254407	-0.223728
2.99695e-007	-0.0191599	-0.223514
2.99795e-007	-0.0128783	-0.223293
2.99895e-007	-0.00659621	-0.223066
2.99995e-007	-0.000313852	-0.22283
3.00095e-007	0.00596852	-0.222588
3.00195e-007	0.0122506	-0.222338
3.00295e-007	0.0185323	-0.222081
3.00395e-007	0.0248132	-0.221817
3.00495e-007	0.0310932	-0.221545
3.00595e-007	0.0373719	-0.221266
3.00695e-007	0.0436491	-0.22098
3.00795e-007	0.0499246	-0.220687
3.00895e-007	0.0561982	-0.220387
3.00995e-007	0.0624695	-0.220079
3.01095e-007	0.0687383	-0.219765
3.01195e-007	0.0750045	-0.219443
3.01295e-007	0.0812677	-0.219114
3.01395e-007	0.0875277	-0.218778
3.01495e-007	0.0937842	-0.218434
3.01595e-007	0.100037	-0.218084
3.01695e-007	0.106286	-0.217726
3.01795e-007	0.112531	-0.217362
3.01895e-007	0.118771	-0.21699
3.01995e-007	0.125006	-0.216611
3.02095e-007	0.131237	-0.216226
3.02195e-007	0.137462	-0.215833
3.02295e-007	0.143682	-0.215433
3.02395e-007	0.149897	-0.215026
3.02495e-007	0.156105	-0.214612
3.02595e-007	0.162307	-0.214191
3.02695e-007	0.168503	-0.213764
3.02795e-007	0.174693	-0.213329
3.02895e-007	0.180875	-0.212887
3.02995e-007	0.18705	-0.212439
3.03095e-007	0.193218	-0.211983
3.03195e-007	0.199378	-0.211521
3.03295e-007	0.20553	-0.211052
3.03395e-007	0.211674	-0.210575
3.03495e-007	0.21781	-0.210093
3.03595e-007	0.223937	-0.209603
3.03695e-007	0.230056	-0.209106
3.03795e-007	0.236165	-0.208603
3.03895e-007	0.242265	-0.208093
3.03995e-007	0.248356	-0.207576
3.04094e-007	0.254436	-0.207053
3.04194e-007	0.260507	-0.206522
3.04294e-007	0.266567	-0.205985
3.04394e-007	0.272617	-0.205442
3.04494e-007	0.278656	-0.204892
3.04594e-007	0.284684	-0.204335
3.04694e-007	0.290701	-0.203771
3.04794e-007	0.296706	-0.203201
3.04894e-007	0.3027	-0.202625
3.04994e-007	0.308681	-0.202041
3.05094e-007	0.314651	-0.201452
3.05194e-007	0.320608	-0.200855
3.05294e-007	0.326552	-0.200253
3.05394e-007	0.332484	-0.199644
3.05494e-007	0.338402	-0.199028
3.05594e-007	0.344307	-0.198406
3.05694e-007	0.350199	-0.197778
3.05794e-007	0.356076	-0.197143
3.05894e-007	0.36194	-0.196502
3.05994e-007	0.367789	-0.195854
3.06094e-007	0.373624	-0.195201
3.06194e-007	0.379444	-0.194541
3.06294e-007	0.385249	-0.193875
3.06394e-007	0.391039	-0.193202
3.06494e-007	0.396813	-0.192523
3.06594e-007	0.402572	-0.191839
3.06694e-007	0.408315	-0.191148
3.06794e-007	0.414042	-0.19045
3.06894e-007	0.419752	-0.189747
3.06994e-007	0.425446	-0.189038
3.07094e-007	0.431123	-0.188322
3.07194e-007	0.436783	-0.187601
3.07294e-007	0.442426	-0.186874
3.07394e-007	0.448051	-0.18614
3.07494e-007	0.453659	-0.185401
3.07594e-007	0.459248	-0.184656
3.07694e-007	0.46482	-0.183905
3.07794e-007	0.470373	-0.183148
3.07894e-007	0.475908	-0.182385
3.07994e-007	0.481424	-0.181616
3.08094e-007	0.486921	-0.180842
3.08194e-007	0.492398	-0.180062
3.08294e-007	0.497857	-0.179276
3.08394e-007	0.503295	-0.178484
3.08494e-007	0.508714	-0.177687
3.08594e-007	0.514113	-0.176884
3.08694e-007	0.519491	-0.176076
3.08794e-007	0.524849	-0.175262
3.08894e-007	0.530186	-0.174442
3.08994e-007	0.535502	-0.173617
3.09094e-007	0.540798	-0.172787
3.09194e-007	0.546071	-0.171951
3.09294e-007	0.551323	-0.171109
3.09394e-007	0.556554	-0.170262
3.09494e-007	0.561762	-0.16941
3.09594e-007	0.566949	-0.168553
3.09694e-007	0.572113	-0.16769
3.09794e-007	0.577254	-0.166822
3.09894e-007	0.582373	-0.165948
3.09994e-007	0.587468	-0.16507
3.10094e-007	0.592541	-0.164186
3.10194e-007	0.597589	-0.163297
3.10294e-007	0.602615	-0.162403
3.10394e-007	0.607617	-0.161504
3.10494e-007	0.612594	-0.1606
3.10594e-007	0.617548	-0.159691
3.10694e-007	0.622477	-0.158777
3.10794e-007	0.627381	-0.157858
3.10894e-007	0.632261	-0.156934
3.10994e-007	0.637116	-0.156005
3.11094e-007	0.641946	-0.155071
3.11194e-007	0.64675	-0.154133
3.11294e-007	0.651529	-0.15319
3.11394e-007	0.656282	-0.152242
3.11494e-007	0.661009	-0.151289
3.11594e-007	0.66571	-0.150332
3.11694e-007	0.670385	-0.14937
3.11794e-007	0.675033	-0.148403
3.11894e-007	0.679655	-0.147432
3.11994e-007	0.68425	-0.146456
3.12094e-007	0.688818	-0.145476
3.12193e-007	0.693359	-0.144492
3.12293e-007	0.697872	-0.143503
3.12393e-007	0.702358	-0.142509
3.12493e-007	0.706816	-0.141511
3.12593e-007	0.711246	-0.140509
3.12693e-007	0.715648	-0.139503
3.12793e-007	0.720022	-0.138493
3.12893e-007	0.724367	-0.137478
3.12993e-007	0.728684	-0.136459
3.13093e-007	0.732972	-0.135436
3.13193e-007	0.737231	-0.134409
3.13293e-007	0.741462	-0.133378
3.13393e-007	0.745662	-0.132342
3.13493e-007	0.749834	-0.131303
3.13593e-007	0.753976	-0.13026
3.13693e-007	0.758088	-0.129213
3.13793e-007	0.76217	-0.128162
3.13893e-007	0.766222	-0.127108
3.13993e-007	0.770243	-0.126049
3.14093e-007	0.774235	-0.124987
3.14193e-007	0.778196	-0.123921
3.14293e-007	0.782126	-0.122852
3.14393e-007	0.786025	-0.121779
3.14493e-007	0.789893	-0.120702
3.14593e-007	0.79373	-0.119622
3.14693e-007	0.797536	-0.118538
3.14793e-007	0.80131	-0.117451
3.14893e-007	0.805053	-0.11636
3.14993e-007	0.808764	-0.115266
3.15093e-007	0.812442	-0.114168
3.15193e-007	0.816089	-0.113068
3.15293e-007	0.819704	-0.111964
3.15393e-007	0.823286	-0.110857
3.15493e-007	0.826836	-0.109746
3.15593e-007	0.830353	-0.108633
3.15693e-007	0.833838	-0.107516
3.15793e-007	0.837289	-0.106397
3.15893e-007	0.840707	-0.105274
3.15993e-007	0.844093	-0.104148
3.16093e-007	0.847445	-0.10302
3.16193e-007	0.850763	-0.101888
3.16293e-007	0.854048	-0.100754
3.16393e-007	0.857299	-0.0996166
3.16493e-007	0.860517	-0.0984767
3.16593e-007	0.8637	-0.097334
3.16693e-007	0.866849	-0.0961887
3.16793e-007	0.869964	-0.0950407
3.16893e-007	0.873045	-0.0938902
3.16993e-007	0.876091	-0.092737
3.17093e-007	0.879103	-0.0915814
3.17193e-007	0.88208	-0.0904233
3.17293e-007	0.885022	-0.0892627
3.17393e-007	0.88793	-0.0880998
3.17493e-007	0.890802	-0.0869345
3.17593e-007	0.893639	-0.0857669
3.17693e-007	0.896441	-0.0845971
3.17793e-007	0.899207	-0.083425
3.17893e-007	0.901938	-0.0822508
3.17993e-007	0.904633	-0.0810744
3.18093e-007	0.907293	-0.0798959
3.18193e-007	0.909917	-0.0787154
3.18293e-007	0.912505	-0.0775329
3.18393e-007	0.915057	-0.0763484
3.18493e-007	0.917572	-0.0751621
3.18593e-007	0.920052	-0.0739738
3.18693e-007	0.922495	-0.0727837
3.18793e-007	0.924902	-0.0715919
3.18893e-007	0.927272	-0.0703983
3.18993e-007	0.929606	-0.069203
3.19093e-007	0.931903	-0.068006
3.19193e-007	0.934164	-0.0668075
3.19293e-007	0.936387	-0.0656074
3.19393e-007	0.938573	-0.0644057
3.19493e-007	0.940723	-0.0632026
3.19593e-007	0.942835	-0.061998
3.19693e-007	0.94491	-0.0607921
3.19793e-007	0.946948	-0.0595848
3.19893e-007	0.948948	-0.0583762
3.19993e-007	0.950911	-0.0571664
3.20093e-007	0.952837	-0.0559553
3.20192e-007	0.954724	-0.0547431
3.20292e-007	0.956574	-0.0535298
3.20392e-007	0.958387	-0.0523154
3.20492e-007	0.960161	-0.0510999
3.20592e-007	0.961898	-0.0498835
3.20692e-007	0.963597	-0.0486661
3.20792e-007	0.965257	-0.0474478
3.20892e-007	0.96688	-0.0462287
3.20992e-007	0.968464	-0.0450087
3.21092e-007	0.97001	-0.043788
3.21192e-007	0.971518	-0.0425666
3.21292e-007	0.972988	-0.0413444
3.21392e-007	0.974419	-0.0401217
3.21492e-007	0.975812	-0.0388984
3.21592e-007	0.977166	-0.0376745
3.21692e-007	0.978481	-0.0364501
3.21792e-007	0.979758	-0.0352253
3.21892e-007	0.980997	-0.0340001
3.21992e-007	0.982196	-0.0327745
3.22092e-007	0.983357	-0.0315486
3.22192e-007	0.984479	-0.0303224
3.22292e-007	0.985562	-0.029096
3.22392e-007	0.986606	-0.0278694
3.22492e-007	0.987612	-0.0266426
3.22592e-007	0.988578	-0.0254158
3.22692e-007	0.989505	-0.0241889
3.22792e-007	0.990394	-0.022962
3.22892e-007	0.991243	-0.0217352
3.22992e-007	0.992053	-0.0205084
3.23092e-007	0.992824	-0.0192818
3.23192e-007	0.993555	-0.0180553
3.23292e-007	0.994248	-0.0168291
3.23392e-007	0.994901	-0.0156031
3.23492e-007	0.995515	-0.0143775
3.23592e-007	0.99609	-0.0131522
3.23692e-007	0.996625	-0.0119272
3.23792e-007	0.997121	-0.0107028
3.23892e-007	0.997578	-0.00947879
3.23992e-007	0.997995	-0.00825535
3.24092e-007	0.998373	-0.00703248
3.24192e-007	0.998712	-0.00581023
3.24292e-007	0.999011	-0.00458864
3.24392e-007	0.99927	-0.00336777
3.24492e-007	0.999491	-0.00214765
3.24592e-007	0.999671	-0.000928335
3.24692e-007	0.999813	0.000290139
3.24792e-007	0.999915	0.00150772
3.24892e-007	0.999977	0.00272438
3.24992e-007	1	0.00394006
3.25092e-007	0.999983	0.00515471
3.25192e-007	0.999927	0.0063683
3.25292e-007	0.999832	0.00758078
3.25392e-007	0.999697	0.00879211
3.25492e-007	0.999523	0.0100022
3.25592e-007	0.999309	0.0112111
3.25692e-007	0.999055	0.0124187
3.25792e-007	0.998763	0.013625
3.25892e-007	0.998431	0.0148299
3.25992e-007	0.998059	0.0160334
3.26092e-007	0.997648	0.0172354
3.26192e-007	0.997198	0.0184359
3.26292e-007	0.996708	0.0196349
3.26392e-007	0.996179	0.0208323
3.26492e-007	0.995611	0.022028
3.26592e-007	0.995003	0.0232221
3.26692e-007	0.994356	0.0244144
3.26792e-007	0.99367	0.025605
3.26892e-007	0.992945	0.0267938
3.26992e-007	0.99218	0.0279807
3.27092e-007	0.991377	0.0291657
3.27192e-007	0.990534	0.0303488
3.27292e-007	0.989652	0.0315299
3.27392e-007	0.988731	0.032709
3.27492e-007	0.987771	0.0338861
3.27592e-007	0.986772	0.035061
3.27692e-007	0.985734	0.0362337
3.27792e-007	0.984657	0.0374043
3.27892e-007	0.983541	0.0385727
3.27992e-007	0.982387	0.0397387
3.28092e-007	0.981194	0.0409025
3.28192e-007	0.979962	0.0420638
3.28291e-007	0.978691	0.0432228
3.28391e-007	0.977382	0.0443794
3.28491e-007	0.976034	0.0455334
3.28591e-007	0.974647	0.0466849
3.28691e-007	0.973222	0.0478339
3.28791e-007	0.971759	0.0489802
3.28891e-007	0.970257	0.0501239
3.28991e-007	0.968717	0.0512649
3.29091e-007	0.967139	0.0524031
3.29191e-007	0.965523	0.0535386
3.29291e-007	0.963868	0.0546713
3.29391e-007	0.962176	0.0558011
3.29491e-007	0.960445	0.056928
3.29591e-007	0.958677	0.058052
3.29691e-007	0.956871	0.0591729
3.29791e-007	0.955027	0.0602909
3.29891e-007	0.953145	0.0614058
3.29991e-007	0.951226	0.0625176
3.30091e-007	0.949269	0.0636263
3.30191e-007	0.947275	0.0647318
3.30291e-007	0.945243	0.0658341
3.30391e-007	0.943174	0.0669331
3.30491e-007	0.941068	0.0680288
3.30591e-007	0.938924	0.0691212
3.30691e-007	0.936744	0.0702102
3.30791e-007	0.934526	0.0712958
3.30891e-007	0.932272	0.0723779
3.30991e-007	0.929981	0.0734565
3.31091e-007	0.927653	0.0745316
3.31191e-007	0.925289	0.0756032
3.31291e-007	0.922888	0.0766711
3.31391e-007	0.920451	0.0777354
3.31491e-007	0.917977	0.078796
3.31591e-007	0.915467	0.0798529
3.31691e-007	0.912921	0.080906
3.31791e-007	0.910339	0.0819553
3.31891e-007	0.907721	0.0830008
3.31991e-007	0.905067	0.0840424
3.32091e-007	0.902377	0.0850801
3.32191e-007	0.899652	0.0861139
3.32291e-007	0.896892	0.0871437
3.32391e-007	0.894095	0.0881694
3.32491e-007	0.891264	0.0891911
3.32591e-007	0.888398	0.0902087
3.32691e-007	0.885496	0.0912222
3.32791e-007	0.882559	0.0922315
3.32891e-007	0.879588	0.0932367
3.32991e-007	0.876582	0.0942375
3.33091e-007	0.873541	0.0952341
3.33191e-007	0.870466	0.0962265
3.33291e-007	0.867356	0.0972144
3.33391e-007	0.864213	0.098198
3.33491e-007	0.861035	0.0991772
3.33591e-007	0.857823	0.100152
3.33691e-007	0.854577	0.101122
3.33791e-007	0.851298	0.102088
3.33891e-007	0.847985	0.103049
3.33991e-007	0.844638	0.104006
3.34091e-007	0.841258	0.104958
3.34191e-007	0.837845	0.105905
3.34291e-007	0.834399	0.106848
3.34391e-007	0.83092	0.107786
3.34491e-007	0.827408	0.108719
3.34591e-007	0.823864	0.109647
3.34691e-007	0.820287	0.110571
3.34791e-007	0.816677	0.11149
3.34891e-007	0.813036	0.112403
3.34991e-007	0.809362	0.113312
3.35091e-007	0.805656	0.114216
3.35191e-007	0.801919	0.115116
3.35291e-007	0.79815	0.11601
3.35391e-007	0.794349	0.116899
3.35491e-007	0.790517	0.117783
3.35591e-007	0.786654	0.118661
3.35691e-007	0.78276	0.119535
3.35791e-007	0.778835	0.120404
3.35891e-007	0.774879	0.121267
3.35991e-007	0.770892	0.122125
3.36091e-007	0.766876	0.122978
3.36191e-007	0.762828	0.123826
3.3629e-007	0.758751	0.124668
3.3639e-007	0.754644	0.125505
3.3649e-007	0.750507	0.126337
3.3659e-007	0.74634	0.127163
3.3669e-007	0.742144	0.127984
3.3679e-007	0.737919	0.128799
3.3689e-007	0.733665	0.129609
3.3699e-007	0.729381	0.130413
3.3709e-007	0.725069	0.131212
3.3719e-007	0.720728	0.132005
3.3729e-007	0.716359	0.132793
3.3739e-007	0.711961	0.133575
3.3749e-007	0.707536	0.134351
3.3759e-007	0.703082	0.135122
3.3769e-007	0.698601	0.135887
3.3779e-007	0.694092	0.136646
3.3789e-007	0.689556	0.1374
3.3799e-007	0.684992	0.138148
3.3809e-007	0.680402	0.13889
3.3819e-007	0.675784	0.139626
3.3829e-007	0.67114	0.140356
3.3839e-007	0.66647	0.141081
3.3849e-007	0.661773	0.141799
3.3859e-007	0.65705	0.142512
3.3869e-007	0.652301	0.143219
3.3879e-007	0.647526	0.143919
3.3889e-007	0.642726	0.144614
3.3899e-007	0.6379	0.145303
3.3909e-007	0.63305	0.145985
3.3919e-007	0.628174	0.146662
3.3929e-007	0.623273	0.147332
3.3939e-007	0.618348	0.147997
3.3949e-007	0.613399	0.148655
3.3959e-007	0.608425	0.149307
3.3969e-007	0.603427	0.149953
3.3979e-007	0.598406	0.150593
3.3989e-007	0.59336	0.151226
3.3999e-007	0.588292	0.151854
3.4009e-007	0.5832	0.152475
3.4019e-007	0.578085	0.15309
3.4029e-007	0.572947	0.153698
3.4039e-007	0.567787	0.1543
3.4049e-007	0.562604	0.154896
3.4059e-007	0.5574	0.155485
3.4069e-007	0.552173	0.156068
3.4079e-007	0.546924	0.156645
3.4089e-007	0.541654	0.157215
3.4099e-007	0.536362	0.157779
3.4109e-007	0.531049	0.158337
3.4119e-007	0.525715	0.158888
3.4129e-007	0.520361	0.159432
3.4139e-007	0.514986	0.15997
3.4149e-007	0.50959	0.160501
3.4159e-007	0.504175	0.161026
3.4169e-007	0.498739	0.161544
3.4179e-007	0.493284	0.162056
3.4189e-007	0.48781	0.162561
3.4199e-007	0.482316	0.16306
3.4209e-007	0.476803	0.163552
3.4219e-007	0.471271	0.164037
3.4229e-007	0.465721	0.164516
3.4239e-007	0.460153	0.164988
3.4249e-007	0.454566	0.165453
3.4259e-007	0.448961	0.165912
3.4269e-007	0.443339	0.166364
3.4279e-007	0.437699	0.166809
3.4289e-007	0.432041	0.167247
3.4299e-007	0.426367	0.167679
3.4309e-007	0.420676	0.168104
3.4319e-007	0.414968	0.168522
3.4329e-007	0.409244	0.168933
3.4339e-007	0.403504	0.169338
3.4349e-007	0.397748	0.169736
3.4359e-007	0.391976	0.170127
3.4369e-007	0.386188	0.170511
3.4379e-007	0.380386	0.170888
3.4389e-007	0.374568	0.171259
3.4399e-007	0.368736	0.171622
3.4409e-007	0.362889	0.171979
3.4419e-007	0.357028	0.172329
3.4429e-007	0.351152	0.172672
3.44389e-007	0.345263	0.173008
3.44489e-007	0.33936	0.173337
3.44589e-007	0.333444	0.173659
3.44689e-007	0.327514	0.173974
3.44789e-007	0.321572	0.174282
3.44889e-007	0.315617	0.174584
3.44989e-007	0.30965	0.174878
3.45089e-007	0.30367	0.175166
3.45189e-007	0.297678	0.175446
3.45289e-007	0.291675	0.17572
3.45389e-007	0.28566	0.175986
3.45489e-007	0.279634	0.176246
3.45589e-007	0.273596	0.176498
3.45689e-007	0.267548	0.176744
3.45789e-007	0.26149	0.176982
3.45889e-007	0.255421	0.177214
3.45989e-007	0.249342	0.177438
3.46089e-007	0.243253	0.177656
3.46189e-007	0.237154	0.177866
3.46289e-007	0.231047	0.178069
3.46389e-007	0.22493	0.178266
3.46489e-007	0.218804	0.178455
3.46589e-007	0.212669	0.178637
3.46689e-007	0.206527	0.178812
3.46789e-007	0.200376	0.178981
3.46889e-007	0.194217	0.179142
3.46989e-007	0.18805	0.179296
3.47089e-007	0.181876	0.179443
3.47189e-007	0.175695	0.179583
3.47289e-007	0.169507	0.179716
3.47389e-007	0.163312	0.179841
3.47489e-007	0.157111	0.17996
3.47589e-007	0.150903	0.180072
3.47689e-007	0.14469	0.180177
3.47789e-007	0.138471	0.180274
3.47889e-007	0.132246	0.180365
3.47989e-007	0.126016	0.180448
3.48089e-007	0.119782	0.180524
3.48189e-007	0.113542	0.180594
3.48289e-007	0.107298	0.180656
3.48389e-007	0.10105	0.180711
3.48489e-007	0.0947978	0.180759
3.48589e-007	0.0885418	0.1808
3.48689e-007	0.0822824	0.180834
3.48789e-007	0.0760197	0.180861
3.48889e-007	0.069754	0.180881
3.48989e-007	0.0634856	0.180894
3.49089e-007	0.0572146	0.1809
3.49189e-007	0.0509414	0.180899
3.49289e-007	0.0446662	0.180891
3.49389e-007	0.0383893	0.180875
3.49489e-007	0.0321108	0.180853
3.49589e-007	0.025831	0.180824
3.49689e-007	0.0195502	0.180787
3.49789e-007	0.0132687	0.180744
3.49889e-007	0.00698662	0.180694
3.49989e-007	0.00070427	0.180636
3.50089e-007	-0.00557811	0.180572
3.50189e-007	-0.0118603	0.180501
3.50289e-007	-0.0181419	0.180422
3.50389e-007	-0.0244229	0.180337
3.50489e-007	-0.0307029	0.180245
3.50589e-007	-0.0369817	0.180146
3.50689e-007	-0.0432591	0.180039
3.50789e-007	-0.0495347	0.179926
3.50889e-007	-0.0558084	0.179806
3.50989e-007	-0.0620798	0.179679
3.51089e-007	-0.0683488	0.179545
3.51189e-007	-0.0746152	0.179405
3.51289e-007	-0.0808785	0.179257
3.51389e-007	-0.0871387	0.179102
3.51489e-007	-0.0933955	0.178941
3.51589e-007	-0.0996485	0.178773
3.51689e-007	-0.105898	0.178597
3.51789e-007	-0.112143	0.178415
3.51889e-007	-0.118383	0.178226
3.51989e-007	-0.124619	0.178031
3.52089e-007	-0.13085	0.177828
3.52189e-007	-0.137076	0.177619
3.52289e-007	-0.143296	0.177403
3.52388e-007	-0.149511	0.17718
3.52488e-007	-0.15572	0.17695
3.52588e-007	-0.161922	0.176714
3.52688e-007	-0.168118	0.176471
3.52788e-007	-0.174308	0.176221
3.52888e-007	-0.180491	0.175964
3.52988e-007	-0.186666	0.175701
3.53088e-007	-0.192835	0.175431
3.53188e-007	-0.198995	0.175154
3.53288e-007	-0.205148	0.174871
3.53388e-007	-0.211293	0.174581
3.53488e-007	-0.217429	0.174285
3.53588e-007	-0.223557	0.173981
3.53688e-007	-0.229676	0.173672
3.53788e-007	-0.235786	0.173355
3.53888e-007	-0.241886	0.173032
3.53988e-007	-0.247977	0.172703
3.54088e-007	-0.254059	0.172367
3.54188e-007	-0.26013	0.172024
3.54288e-007	-0.266191	0.171675
3.54388e-007	-0.272241	0.17132
3.54488e-007	-0.278281	0.170958
3.54588e-007	-0.28431	0.17059
3.54688e-007	-0.290327	0.170215
3.54788e-007	-0.296333	0.169834
3.54888e-007	-0.302328	0.169446
3.54988e-007	-0.30831	0.169052
3.55088e-007	-0.31428	0.168652
3.55188e-007	-0.320238	0.168245
3.55288e-007	-0.326183	0.167832
3.55388e-007	-0.332116	0.167413
3.55488e-007	-0.338035	0.166987
3.55588e-007	-0.343941	0.166555
3.55688e-007	-0.349833	0.166117
3.55788e-007	-0.355711	0.165673
3.55888e-007	-0.361576	0.165223
3.55988e-007	-0.367426	0.164766
3.56088e-007	-0.373262	0.164303
3.56188e-007	-0.379083	0.163835
3.56288e-007	-0.384889	0.16336
3.56388e-007	-0.390679	0.162879
3.56488e-007	-0.396455	0.162391
3.56588e-007	-0.402215	0.161898
3.56688e-007	-0.407958	0.161399
3.56788e-007	-0.413686	0.160894
3.56888e-007	-0.419398	0.160383
3.56988e-007	-0.425092	0.159866
3.57088e-007	-0.430771	0.159343
3.57188e-007	-0.436432	0.158814
3.57288e-007	-0.442076	0.158279
3.57388e-007	-0.447702	0.157739
3.57488e-007	-0.453311	0.157192
3.57588e-007	-0.458902	0.15664
3.57688e-007	-0.464474	0.156082
3.57788e-007	-0.470029	0.155519
3.57888e-007	-0.475565	0.154949
3.57988e-007	-0.481082	0.154374
3.58088e-007	-0.48658	0.153793
3.58188e-007	-0.492059	0.153207
3.58288e-007	-0.497518	0.152615
3.58388e-007	-0.502958	0.152017
3.58488e-007	-0.508378	0.151414
3.58588e-007	-0.513778	0.150805
3.58688e-007	-0.519158	0.150191
3.58788e-007	-0.524517	0.149572
3.58888e-007	-0.529855	0.148946
3.58988e-007	-0.535173	0.148316
3.59088e-007	-0.540469	0.14768
3.59188e-007	-0.545744	0.147039
3.59288e-007	-0.550998	0.146392
3.59388e-007	-0.55623	0.14574
3.59488e-007	-0.561439	0.145083
3.59588e-007	-0.566627	0.14442
3.59688e-007	-0.571792	0.143752
3.59788e-007	-0.576935	0.14308
3.59888e-007	-0.582055	0.142401
3.59988e-007	-0.587152	0.141718
3.60088e-007	-0.592226	0.14103
3.60188e-007	-0.597276	0.140337
3.60288e-007	-0.602303	0.139638
3.60388e-007	-0.607306	0.138935
3.60487e-007	-0.612286	0.138226
3.60587e-007	-0.617241	0.137513
3.60687e-007	-0.622171	0.136795
3.60787e-007	-0.627077	0.136072
3.60887e-007	-0.631959	0.135344
3.60987e-007	-0.636815	0.134611
3.61087e-007	-0.641646	0.133873
3.61187e-007	-0.646452	0.133131
3.61287e-007	-0.651233	0.132384
3.61387e-007	-0.655987	0.131632
3.61487e-007	-0.660716	0.130875
3.61587e-007	-0.665419	0.130114
3.61687e-007	-0.670095	0.129349
3.61787e-007	-0.674745	0.128578
3.61887e-007	-0.679369	0.127804
3.61987e-007	-0.683965	0.127024
3.62087e-007	-0.688535	0.126241
3.62187e-007	-0.693077	0.125453
3.62287e-007	-0.697592	0.12466
3.62387e-007	-0.70208	0.123863
3.62487e-007	-0.70654	0.123062
3.62587e-007	-0.710971	0.122256
3.62687e-007	-0.715375	0.121447
3.62787e-007	-0.719751	0.120633
3.62887e-007	-0.724098	0.119815
3.62987e-007	-0.728417	0.118992
3.63087e-007	-0.732707	0.118166
3.63187e-007	-0.736968	0.117336
3.63287e-007	-0.7412	0.116501
3.63387e-007	-0.745402	0.115662
3.63487e-007	-0.749575	0.11482
3.63587e-007	-0.753719	0.113974
3.63687e-007	-0.757833	0.113123
3.63787e-007	-0.761917	0.112269
3.63887e-007	-0.765971	0.111411
3.63987e-007	-0.769994	0.110549
3.64087e-007	-0.773988	0.109684
3.64187e-007	-0.77795	0.108815
3.64287e-007	-0.781882	0.107942
3.64387e-007	-0.785784	0.107065
3.64487e-007	-0.789654	0.106185
3.64587e-007	-0.793493	0.105301
3.64687e-007	-0.7973	0.104414
3.64787e-007	-0.801077	0.103523
3.64887e-007	-0.804821	0.102629
3.64987e-007	-0.808534	0.101732
3.65087e-007	-0.812215	0.100831
3.65187e-007	-0.815864	0.0999264
